model,dataset,setting,table_target,source_score,provenance_status,source_group,metric_path,judge_or_eval,recommended_release_entry,source_equivalent_legacy_entry,note
Gemma3 4B,SEEDBench2_Plus,I-Q-I,61.97,61.96750109793589,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,SEEDBench2_Plus,I-Q-I-Q,61.48,61.48440931049627,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,SEEDBench2_Plus,I-Q-Q,61.88,61.879666227492315,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,SEEDBench2_Plus,Q-I,55.29,55.292050944224854,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_SEEDBench2_Plus_acc.csv,gpt-4o-mini,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,I-I-Q,14.47,14.46917808219178,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,I-Q,13.78,13.784246575342465,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,I-Q-I,14.73,14.726027397260275,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,I-Q-I-Q,16.01,16.01027397260274,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,I-Q-Q,14.81,14.81164383561644,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,VisualPuzzles,Q-I,13.78,13.784246575342465,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_VisualPuzzles_gpt4o-mini_acc.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,I-I-Q,27.43,27.43,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,I-Q,25.71,25.71,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,I-Q-I,28.48,28.48,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,I-Q-I-Q,29.71,29.71,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_image_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,I-Q-Q,29.24,29.24,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/image_text_text/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
Gemma3 4B,WeMath,Q-I,27.52,27.52,exact_or_rounding,runs/gemma3_family_all11_replay6_2node_20260422,runs/gemma3_family_all11_replay6_2node_20260422/default/text_image/baseline/gemma3_4b/Gemma3-4B-Replay/Gemma3-4B-Replay_WeMath_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_gemma3_family_all11_replay6_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,I-I-Q,86.63,86.62564766839378,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,I-Q,86.56,86.56088082901555,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,I-Q-I,86.66,86.6580310880829,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_text_image/shift_down_onepatch_wrap/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,I-Q-I-Q,86.59,86.59326424870466,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_image_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,I-Q-Q,86.72,86.72279792746113,exact_or_rounding,runs/infer_only/20260317,runs/infer_only/20260317/minicpm_default_all_modes/default/image_text_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_default_infer_only_fresh_20260317.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,bash scripts/run_minicpm_remaining_balanced_node0_20260317.sh and bash scripts/run_minicpm_remaining_balanced_node1_20260317.sh,deep_score_scan_exact
MiniCPM-V,AI2D_TEST,Q-I,86.63,86.62564766839378,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_AI2D_TEST_acc.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,DynaMath,I-I-Q,64.79,64.79041916167665,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o-mini_score.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,DynaMath,I-Q,64.15,64.15169660678643,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o-mini_score.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,DynaMath,I-Q-I,64.35,64.35129740518963,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o-mini_score.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,DynaMath,I-Q-I-Q,63.73,63.732534930139714,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/image_text_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o-mini_score.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,DynaMath,I-Q-Q,64.35,64.35129740518963,exact_or_rounding,runs/by_setting_legacy_dynamath_infer_only_all_replay_last1_default,runs/by_setting_legacy_dynamath_infer_only_all_replay_last1_default/default/image_text_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o_score.csv,gpt-4o,bash scripts/run_legacy_dynamath_infer_only_all_replay.sh,,deep_score_scan_exact
MiniCPM-V,DynaMath,Q-I,64.61,64.61077844311377,exact_or_rounding,runs/by_setting_qwen25vl7b_minicpm45_table_20260406,runs/by_setting_qwen25vl7b_minicpm45_table_20260406/default/text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_DynaMath_gpt-4o-mini_score.csv,gpt-4o-mini,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_qwen25vl7b_minicpm45_table_20260406.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,I-I-Q,55.26,55.257270693512304,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/image_image_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,I-Q,55.93,55.92841163310962,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/image_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,I-Q-I,55.93,55.92841163310962,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/image_text_image/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,I-Q-I-Q,56.15,56.152125279642064,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/image_text_image_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,I-Q-Q,56.82,56.82326621923938,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/image_text_text/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,LogicVista,Q-I,55.93,55.92841163310962,exact_or_rounding,runs/minicpm_logicvista_all_replay_eval_20260419,runs/minicpm_logicvista_all_replay_eval_20260419/default/text_image/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_LogicVista_gpt4o-mini_score.csv,rule/local-or-unknown,bash scripts/run_benchmark.sh --matrix-config scripts/configs/matrix_minicpm_logicvista_all_replay_eval_20260419.yaml --model-config scripts/configs/models.yaml --scheduler gpu_pool,,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,I-I-Q,85.99,85.99071207430342,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,I-Q,86.22,86.22291021671826,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,I-Q-I,85.91,85.91331269349845,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,I-Q-I-Q,86.61,86.60990712074303,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,I-Q-Q,86.15,86.14551083591331,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMBench_DEV_EN_V11,Q-I,86.38,86.37770897832817,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMBench_DEV_EN_V11_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,I-I-Q,67.09,67.09451575262544,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,I-Q,67.09,67.09451575262544,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,I-Q-I,67.33,67.32788798133022,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,I-Q-I-Q,67.44,67.44457409568263,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,I-Q-Q,67.44,67.44457409568263,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMMU_DEV_VAL_SINGLE_IMAGE,Q-I,67.56,67.561260210035,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMMU_DEV_VAL_SINGLE_IMAGE_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,I-I-Q,72.13,72.13333333333334,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,I-Q,70.47,70.46666666666667,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,I-Q-I,70.53,70.53333333333333,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,I-Q-I-Q,71.0,71.0,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_image_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,I-Q-Q,70.8,70.8,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/image_text_text/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
MiniCPM-V,MMStar,Q-I,70.73,70.73333333333333,exact_or_rounding,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422,runs/qwen25vl_minicpm45_all4_reasoning_perception4_2node_20260422/default/text_image/baseline/minicpm_v_45/MiniCPM-V-4_5-Replay/MiniCPM-V-4_5-Replay_MMStar_acc.csv,gpt-4o-mini,bash scripts/run_qwen25vl_minicpm45_all4_reasoning_perception4_2nodes_20260422.sh <node_rank> [gpu_ids],,deep_score_scan_exact
